ISO3,Country / Territory,Year,Event Name,Date of Event (start),Disaster Internal Displacements,Disaster Internal Displacements (Raw),Hazard Category,Hazard Type,Hazard Sub Type,Name,Conflict Stock Displacement,Conflict Stock Displacement (Raw),Conflict Internal Displacements,Conflict Internal Displacements (Raw)
CAN,Canada,2020,Canada: Landslide - British Columbia (Vernon) - 1/2/2020,2020-02-01,15.0,15.0,Weather related,Mass Movement,Conflict-Violence,,,,,
USA,United States,2020,"USA: Flooding - Washington (Marietta, Whatcom County) - 2/2/2020",2020-02-02,16.0,16.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Flood - Virginia (Galax) - 28/05/2020,2020-05-28,5.0,5.0,Weather related,Flood,Conflict-Violence,,,,,
PER,Peru,2020,Peru: Floods - Puno - 14/02/2020,2020-02-14,500.0,500.0,Weather related,Flood,Conflict-Violence,,,,,
SLB,Solomon Islands,2020,Solomon Islands: Floods - Guadalcanal - 10/03/2020,2020-03-12,11.0,11.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Tornado - South Carolina (Greenville County) - 25/04/2020,2020-04-25,5.0,5.0,Weather related,Storm,Conflict-Violence,,,,,
VNM,Vietnam,2020,Viet Nam: Landslide - Mekong Delta (An Giang/Long Xuyên) - 14/06/2020,2020-06-14,54.0,54.0,Weather related,Mass Movement,Conflict-Violence,,,,,
USA,United States,2020,USA: Flash Floods - Wisconsin (St. Croix County) - 28/06/2020,2020-06-28,21.0,21.0,Weather related,Flood,Conflict-Violence,,,,,
ZAF,South Africa,2020,"South Africa: Floods- Gauteng (Alexandra, Tshwane, Soweto)- 08/02/2020 ",2020-02-08,200.0,200.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Landslide - West Sumatra (Tanah Datar Regency) - 05/04/2020,2020-04-05,14.0,14.0,Weather related,Mass Movement,Conflict-Violence,,,,,
COL,Colombia,2020,Colombia: Flood - Antioquia (Donmatias) - 23/06/2020,2020-06-23,7.0,7.0,Weather related,Flood,Conflict-Violence,,,,,
PER,Peru,2020,Peru: Floods - Cusco - 20/02/2020,2020-02-20,10.0,10.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2020,Pakistan: Extreme weather conditions - AJK - 13/01/2020,2020-01-13,6400.0,6370.0,Weather related,Extreme Temperature,Conflict-Violence,,,,,
PAK,Pakistan,2020,Pakistan: Extreme weather conditions - Balochistan - 13/01/2020,2020-01-13,6000.0,6000.0,Weather related,Extreme Temperature,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Flood - West Sumatra (Agam Regency) - 05/04/2020,2020-04-05,150.0,150.0,Weather related,Flood,Conflict-Violence,,,,,
MYS,Malaysia,2020,Malaysia: Flood - Johor (Johor Bahru) - 05/04/2020,2020-04-05,40.0,40.0,Weather related,Flood,Conflict-Violence,,,,,
ZWE,Zimbabwe,2020,Zimbabwe: Flash flooding- Matabeleland North (Binga)- 11/02/2020,2020-02-11,970.0,967.0,Weather related,Flood,Conflict-Violence,,,,,
PER,Peru,2020,Peru: Flash Flood - Ayacucho - 15/02/2020,2020-02-15,170.0,167.0,Weather related,Flood,Conflict-Violence,,,,,
MEX,Mexico,2020,Mexico: Floods - Morelos - 08/07/2020,2020-07-08,35.0,35.0,Weather related,Flood,Conflict-Violence,,,,,
CUB,Cuba,2020,"Cuba: Floods - Camaguey, Ciego de Avila, Cienfuegos, Sancti Spiritus, Villa Clara - 20/05/2020",2020-05-20,640.0,638.0,Weather related,Flood,Conflict-Violence,,,,,
MEX,Mexico,2020,Mexico: Hurricane Genevieve - Baja California Sur & Jalisco - 17/08/2020,2020-08-17,2500.0,2500.0,Weather related,Storm,Conflict-Violence,,,,,
ROU,Romania,2020,Romania: Hailstorm - Constanta (Palazu Mic) - 26/10/2020,2020-10-26,5.0,5.0,Weather related,Storm,Conflict-Violence,,,,,
MYS,Malaysia,2020,Malaysia: Landslide - Selangor (Bukit Antarabangsa) - 29/05/2020,2020-05-29,40.0,40.0,Weather related,Mass Movement,Conflict-Violence,,,,,
ECU,Ecuador,2020,Ecuador: Floods - Manabí - 20/02/2020,2020-02-20,220.0,222.0,Weather related,Flood,Conflict-Violence,,,,,
MOZ,Mozambique,2020,"Mozambique: Flash floods- Manica, Sofala- 11/02/2020",2020-02-11,36000.0,35802.0,Weather related,Flood,Conflict-Violence,,,,,
MYS,Malaysia,2020,Malaysia: Floods - Ipoh (Pengkalan Hulu) - 07/04/2020,2020-04-07,65.0,65.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Flood - Gorontalo - 03/07/2020,2020-07-03,9400.0,9415.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Flood - North Maluku (Sula Islands) - 04/07/2020,2020-07-04,170.0,174.0,Weather related,Flood,Conflict-Violence,,,,,
TCD,Chad,2020,Chad: Floods - Lac (Kaya/Ngouboua) - 20/08/2020,2020-08-20,2100.0,2052.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Storm - Oregon (Morrow County) - 30/05/2020,2020-05-30,18.0,18.0,Weather related,Storm,Conflict-Violence,,,,,
CAN,Canada,2020,Canada: Flood - British Columbia (Regional District of Central Kootenay) - 30/05/2020,2020-05-30,1200.0,1250.0,Weather related,Flood,Conflict-Violence,,,,,
PER,Peru,2020,Peru: Floods - Ancash (La Merced) -  19/02/2020 ,2020-02-19,7.0,7.0,Weather related,Flood,Conflict-Violence,,,,,
COL,Colombia,2020,Colombia: Flood - Antioquia (Vegachi) - 23/06/2020,2020-06-23,920.0,925.0,Weather related,Flood,Conflict-Violence,,,,,
CAN,Canada,2020,"Canada: Flooding - British Columbia (Hope and Yale, Fraser Valley Regional District) - 4/2/2020",2020-02-04,68.0,68.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Flooding - Virginia (Tazewell County) - 6/2/2020,2020-02-06,500.0,500.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Storm - Alabama (Marengo County) - 6/2/2020,2020-02-06,4.0,4.0,Weather related,Storm,Conflict-Violence,,,,,
USA,United States,2020,USA: Storm - Mississippi (Holmes County) - 6/2/2020,2020-02-06,5.0,5.0,Weather related,Storm,Conflict-Violence,,,,,
CAN,Canada,2020,"Canada: Flood - British Columbia (Fairmont Creek, Regional District of East Kootenay) - 31/05/2020",2020-05-31,60.0,60.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Flooding - Kentucky (Harlan County) - 6/2/2020,2020-02-06,62.0,62.0,Weather related,Flood,Conflict-Violence,,,,,
COL,Colombia,2020,Colombia: Flood - Antioquia (Marinilla) - 28/06/2020,2020-06-23,65.0,65.0,Weather related,Flood,Conflict-Violence,,,,,
IND,India,2020,India: Flash flood - Meghalaya (West Garo Hills) - 24/05/2020,2020-05-24,1600.0,1630.0,Weather related,Flood,Conflict-Violence,,,,,
ARG,Argentina,2020,Argentina: Wildfires - Cordoba - 10/08/2020,2020-08-10,9.0,9.0,Weather related,Wildfire,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Flooding - West Sumatra (Sijunjung) - 21/1/2020,2020-01-21,54.0,54.0,Weather related,Flood,Conflict-Violence,,,,,
AFG,Afghanistan,2020,Afghanistan: Avalanche - Panjsher - 14/04/2020,2020-04-14,81.0,81.0,Weather related,Mass Movement,Conflict-Violence,,,,,
ARG,Argentina,2020,Argentina: Floods  - Cordoba (Mina Clavero) - 05/02/2020,2020-02-05,100.0,100.0,Weather related,Flood,Conflict-Violence,,,,,
NIC,Nicaragua,2020,Nicaragua: Floods - Matagalpa - 28/09/2020,2020-09-28,650.0,648.0,Weather related,Flood,Conflict-Violence,,,,,
IND,India,2020,India: Flood [monsoon] - Gujarat - June 2020,2020-06-01,34000.0,34331.0,Weather related,Flood,Conflict-Violence,,,,,
NIC,Nicaragua,2020,"Nicaragua: Floods - Managua, Jinotega - 09/10/2020",2020-10-09,19.0,19.0,Weather related,Flood,Conflict-Violence,,,,,
PER,Peru,2020,Peru: Floods - Huanuco (El Milagro) - 05/11/2020,2020-11-05,7.0,7.0,Weather related,Flood,Conflict-Violence,,,,,
AFG,Afghanistan,2020,Afghanistan: Floods - Khost - 01/06/2020,2020-06-01,15.0,15.0,Weather related,Flood,Conflict-Violence,,,,,
IRN,"Iran, Islamic Rep.",2020,"Iran - Turkey: Earthquake - West Azerbaijan (Qotur/32 rural districts, Salmas/14 rural districts) - Van (Turkey) - 23/02/2020",2020-02-23,14000.0,14428.0,Geophysical,Earthquake,Conflict-Violence,,,,,
TUR,Türkiye,2020,"Iran - Turkey: Earthquake - West Azerbaijan (Qotur/32 rural districts, Salmas/14 rural districts) - Van (Turkey) - 23/02/2020",2020-02-23,3800.0,3838.0,Geophysical,Earthquake,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Flooding - Central Java (Pekalongan) - 19/02/2020,2020-02-19,1100.0,1100.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Flooding - West Java (Bogor) - 17/2/2020,2020-02-17,420.0,420.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Flooding - Jakarta - 24/2/2020,2020-02-24,400.0,400.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Flash Floods - West Nusa Tenggara (East Lombok) - 23/2/2020,2020-02-23,250.0,250.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Tornado - Mississippi (Yazoo County) - 5/2/2020,2020-02-05,4.0,4.0,Weather related,Storm,Conflict-Violence,,,,,
SSD,South Sudan,2020,South Sudan: Wildfire - Western Equatoria (Nzara) - 22/02/2020,2020-02-22,200.0,200.0,Weather related,Wildfire,Conflict-Violence,,,,,
VNM,Vietnam,2020,Viet Nam: Landslide - Mekong Delta (Can Tho/Binh Thuy) - 20/06/2020,2020-06-20,4.0,4.0,Weather related,Mass Movement,Conflict-Violence,,,,,
USA,United States,2020,USA: Flooding - Washington (King County) - 6/2/2020,2020-02-06,200.0,200.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Flooding - Tennessee - 4/2/2020,2020-02-04,14.0,14.0,Weather related,Flood,Conflict-Violence,,,,,
AGO,Angola,2020,Angola: Flash flooding- Cuanza Sul province (Quilenda)- 13/03/2020,2020-03-13,1300.0,1323.0,Weather related,Flood,Conflict-Violence,,,,,
COD,"Congo, Dem. Rep.",2020,DRC: Overflow of Lake Albert - Ituri (Djugu territory) - 02/05/2020,2020-05-02,200.0,200.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Tornado - Virginia (Loudoun County) - 7/2/2020,2020-02-07,14.0,14.0,Weather related,Storm,Conflict-Violence,,,,,
TJK,Tajikistan,2020,Tajikistan: Floods - Khatlon - 14/05/2020,2020-05-14,1500.0,1525.0,Weather related,Flood,Conflict-Violence,,,,,
IRN,"Iran, Islamic Rep.",2020,Iran: Floods - Lorestan - 25/02/2020,2020-02-24,3300.0,3283.0,Weather related,Flood,Conflict-Violence,,,,,
MEX,Mexico,2020,Mexico: Wildfire - Tijuana (El Lago) - 09/06/2020,2020-06-09,430.0,427.0,Weather related,Wildfire,Conflict-Violence,,,,,
ASM,American Samoa,2020,"Samoa; American Samoa: Tropical Depression (Invest 96P, Invest 97P, Invest 98P), Tropical Cyclone 18P (Wasi / Vicky) -  16/2/2020",2020-02-16,390.0,394.0,Weather related,Storm,Conflict-Violence,,,,,
WSM,Samoa,2020,"Samoa; American Samoa: Tropical Depression (Invest 96P, Invest 97P, Invest 98P), Tropical Cyclone 18P (Wasi / Vicky) -  16/2/2020",2020-02-16,2.0,2.0,Weather related,Storm,Conflict-Violence,,,,,
VNM,Vietnam,2020,"Viet Nam: Thunderstorms - Northest, Northwest (7 provinces) - 02/03/2020",2020-03-02,1300.0,1278.0,Weather related,Storm,Conflict-Violence,,,,,
USA,United States,2020,USA: Flooding - Oregon (Umatilla County) - 8/2/2020,2020-02-08,520.0,520.0,Weather related,Flood,Conflict-Violence,,,,,
IRN,"Iran, Islamic Rep.",2020,Iran: Landslide - Golestan (Maraveh Tappeh/Aq Emam) - 31/03/2020,2020-03-31,100.0,100.0,Weather related,Mass Movement,Conflict-Violence,,,,,
FRA,France,2020,France: Storm Norberto - Belle-Île-en-Mer - 05/03/2020,2020-03-05,44.0,44.0,Weather related,Storm,Conflict-Violence,,,,,
MEX,Mexico,2020,Mexico: Wildfire - Veracruz (San Andrés Tenejapan) - 13/04/2020,2020-04-12,130.0,130.0,Weather related,Wildfire,Conflict-Violence,,,,,
IND,India,2020,India: Flood [monsoon] - Assam - 16/06/2020,2020-06-16,135000.0,134997.0,Weather related,Flood,Conflict-Violence,,,,,
BOL,Bolivia,2020,Bolivia: Floods - Countrywide - 02/03/2020,2020-01-01,12000.0,12130.0,Weather related,Flood,Conflict-Violence,,,,,
GBR,United Kingdom,2020,United Kingdom - Landslide (Kent) - 29/05/2020,2020-05-29,46.0,46.0,Weather related,Mass Movement,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Floods - West Java (Subang) - 24/2/2020,2020-02-24,8600.0,8582.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Floods - West Lombok (Gunung Sari) - 1/3/2020,2020-03-01,360.0,360.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Floods - Central Java (Semarang) - 07/03/2020,2020-03-07,24.0,24.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Floods - Central Sulawesi (Poso City) - 03/03/2020,2020-03-03,900.0,900.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2020,"Indonesia: Floods and Landslides - Central Java (Bandongan, Magelang Regency) - 29/2/2020",2020-02-29,160.0,165.0,Weather related,Flood,Conflict-Violence,,,,,
IRN,"Iran, Islamic Rep.",2020,Iran: Flash flood - 7 provinces - 21/03/2020,2020-03-21,3500.0,3532.0,Weather related,Flood,Conflict-Violence,,,,,
GHA,Ghana,2020,Ghana: Flood - Accra - 08/06/2020,2020-06-08,200.0,200.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Floods - Gorontalo (Gorontalo Regency) - 06/03/2020,2020-03-06,5.0,5.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Tornado - Arkansas (Craighead County) - 28/03/2020,2020-03-28,220.0,216.0,Weather related,Storm,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Floods - West Java (Cirebon) - 06/03/2020,2020-03-06,280.0,283.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Floods - West Papua (Teluk Bintuni Regency) - 07/03/2020,2020-03-07,150.0,150.0,Weather related,Flood,Conflict-Violence,,,,,
PAK,Pakistan,2020,Pakistan: Extreme weather conditions - KP - 13/01/2020,2020-01-13,220.0,220.0,Weather related,Extreme Temperature,Conflict-Violence,,,,,
FJI,Fiji,2020,"Fiji, Vanuatu: Cyclone Yasa - countrywide - 16/12/2020",2020-12-13,23000.0,23413.0,Weather related,Storm,Conflict-Violence,,,,,
AGO,Angola,2020,Angola: Riverine floods- Luanda province (Talatona)- 18/04/2020,2020-04-18,550.0,554.0,Weather related,Flood,Conflict-Violence,,,,,
AGO,Angola,2020,Angola: Riverine floods- Cuanza Sul province (Libolo)- 20/04/2020,2020-04-20,89.0,89.0,Weather related,Flood,Conflict-Violence,,,,,
ZAF,South Africa,2020,South Africa: Floods- KwaZulu Natal- 25/02/2020 ,2020-02-25,14.0,14.0,Weather related,Flood,Conflict-Violence,,,,,
MMR,Myanmar,2020,Myanmar: Strong winds - Rakhine (Meabon) - 27/05/2020,2020-05-27,160.0,162.0,Weather related,Storm,Conflict-Violence,,,,,
NGA,Nigeria,2020,Nigeria: Floods - Nasarawa (Nasarawa); Zamfara (Bundugu) - 24/08/2020,2020-08-24,940.0,936.0,Weather related,Flood,Conflict-Violence,,,,,
BDI,Burundi,2020,Burundi: Flash floods- Cankuzo- 31/08/2020,2020-08-31,130.0,127.0,Weather related,Flood,Conflict-Violence,,,,,
VNM,Vietnam,2020,Viet Nam: Tornado - Mekong Delta (Vinh Long/Long Ho) - 11/09/2020,2020-09-11,43.0,43.0,Weather related,Storm,Conflict-Violence,,,,,
IDN,Indonesia,2020,"Indonesia: Floods - North Sulawesi (Sangkub, Bintauna, East Bolangitang, West Bolangitang - North Bolaang Mongondow Regency) - 04/03/2020",2020-03-04,3600.0,3650.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2020,"Indonesia: Floods - North Sulawesi (Sang Buttonang, Bolaang Mongondow Regency) - 03/03/2020",2020-03-03,250.0,250.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Wildfire (412 Complex) - Oklahoma (Beaver County) - 7/3/2020,2020-03-07,26.0,26.0,Weather related,Wildfire,Conflict-Violence,,,,,
USA,United States,2020,USA: Storm - Alabama (Etowah County) - 10/2/2020,2020-02-10,3.0,3.0,Weather related,Flood,Conflict-Violence,,,,,
MEX,Mexico,2020,"Mexico: Tropical Storm Gamma - 6 States, SE.- 04/10/2020",2020-10-03,5100.0,5137.0,Weather related,Storm,Conflict-Violence,,,,,
USA,United States,2020,USA: Flooding - Mississippi - 10/2/2020,2020-02-10,520.0,520.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Flash Flood - Tennessee (Unicoi County) - 13/04/2020,2020-04-13,4.0,4.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Ice Jam Flooding - Nebraska (Dodge County) - 15/2/2020,2020-02-15,4.0,4.0,Weather related,Flood,Conflict-Violence,,,,,
MYS,Malaysia,2020,Malaysia: Floods - Malacca (Alor Gajah) - 24/03/2020,2020-03-23,18.0,18.0,Weather related,Flood,Conflict-Violence,,,,,
VNM,Vietnam,2020,Viet Nam: Thunderstorm - Central Highlands (Lâm Đồng/Da Teh) - 07/04/2020,2020-04-07,4.0,4.0,Weather related,Storm,Conflict-Violence,,,,,
ARG,Argentina,2020,Argentina: Floods - Buenos Aires - 01/04/2020,2020-04-01,14.0,14.0,Weather related,Flood,Conflict-Violence,,,,,
TCD,Chad,2020,Chad: Wildfire - Mayo Kebbi Est (Kabbia) - 27/04/2020,2020-04-27,380.0,379.0,Weather related,Wildfire,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Tornado - North Sumatra (Langkat) - 10/06/2020,2020-06-10,33.0,33.0,Weather related,Storm,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Landslide - West Java (Tasikmalaya Regency) - 19/06/2020,2020-06-19,94.0,94.0,Weather related,Mass Movement,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Flash Floods - West Kalimantan (Sanggau Regency) - 08/07/2020,2020-07-08,920.0,915.0,Weather related,Flood,Conflict-Violence,,,,,
AFG,Afghanistan,2020,Afghanistan: Floods - Badakhshan (Fayzabad) - 28/06/2020,2020-06-28,7.0,7.0,Weather related,Flood,Conflict-Violence,,,,,
COD,"Congo, Dem. Rep.",2020,DRC: Floods - Mai Ndombe - 01/01/2020,2020-01-01,4000.0,3963.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Flood - Washington (Walla Walla County) - 12/2/2020,2020-02-12,81.0,81.0,Weather related,Flood,Conflict-Violence,,,,,
MYS,Malaysia,2020,Malaysia: Flooding - Sarawak (Kuching) - 22/02/2020,2020-02-22,50.0,50.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Wildfire - Nebraska (Sarpy County) - 5/3/2020,2020-03-05,120.0,120.0,Weather related,Wildfire,Conflict-Violence,,,,,
MUS,Mauritius,2020,Mauritius: Landslide - Port Louis (Valée Pitot) - 13/03/2020,2020-03-13,62.0,62.0,Weather related,Mass Movement,Conflict-Violence,,,,,
USA,United States,2020,USA: Tornadoes - Tennessee - 3/3/2020,2020-03-03,1500.0,1508.0,Weather related,Storm,Conflict-Violence,,,,,
MEX,Mexico,2020,"Mexico: Floods - Aguascalientes (Aguascalientes, Rio Las Animas) - 08/07/2020",2020-07-08,38.0,38.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Earthquake - West Java (Sukabumi) - 10/03/2020,2020-03-10,320.0,325.0,Geophysical,Earthquake,Conflict-Violence,,,,,
TZA,Tanzania,2020,Tanzania: Flash flood - Pwani (Rufiji) - 10/03/2020,2020-03-10,17000.0,16742.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Flood - Georgia (Lee County) - 02/03/2020,2020-03-02,13.0,13.0,Weather related,Flood,Conflict-Violence,,,,,
PER,Peru,2020,Peru: Floods - Arequipa - 19/03/2020,2020-03-19,7.0,7.0,Weather related,Flood,Conflict-Violence,,,,,
PER,Peru,2020,Peru: Floods - Arequipa - 15/03/2020,2020-03-15,340.0,342.0,Weather related,Flood,Conflict-Violence,,,,,
AFG,Afghanistan,2020,"Afghanistan: Floods - Parwan, Khost - 30/06/2020",2020-06-30,140.0,141.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Flood - Ohio (Cuyahoga County) - 28/03/2020,2020-03-28,10.0,10.0,Weather related,Flood,Conflict-Violence,,,,,
ECU,Ecuador,2020,Ecuador: Rainy Season - Countrywide - 01/01/2020,2020-01-01,480.0,485.0,Weather related,Flood,Conflict-Violence,,,,,
IRQ,Iraq,2020,Iraq: Storm - Ninewa (Mosul) - 18/03/2020,2020-03-18,980.0,975.0,Weather related,Storm,Conflict-Violence,,,,,
ARG,Argentina,2020,Argentina: Floods - Jujuy - 02/04/2020,2020-04-02,6.0,6.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Wildfire (Numbers) - Nevada (Douglas County) - 06/07/2020,2020-07-06,4000.0,4000.0,Weather related,Wildfire,Conflict-Violence,,,,,
USA,United States,2020,USA: Earthquake - Utah (Salt Lake County) - 18/03/2020,2020-03-18,150.0,150.0,Geophysical,Earthquake,Conflict-Violence,,,,,
TLS,Timor-Leste,2020,Timor-Leste: Flood - Dili and Hera - 13/3/2020,2020-03-13,1100.0,1064.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Flood - Hawaii (Kauai) - 27/03/2020,2020-03-27,25.0,25.0,Weather related,Flood,Conflict-Violence,,,,,
HND,Honduras,2020,Honduras: Wildfire - Tegucigalpa (El Hatillo) - 19/03/2020,2020-03-19,86.0,86.0,Weather related,Wildfire,Conflict-Violence,,,,,
HRV,Croatia,2020,Croatia: Earthquake - Zagreb and Krapina - 22/03/2020,2020-03-22,1600.0,1630.0,Geophysical,Earthquake,Conflict-Violence,,,,,
VNM,Vietnam,2020,"Viet Nam: Hailstorm and Thunderstorm - North-East, North-West, North Central Coast (5 provinces) - 21/03/2021",2020-03-21,18.0,18.0,Weather related,Storm,Conflict-Violence,,,,,
USA,United States,2020,USA: Flood - Hawaii (Kauai) - 16/03/2020,2020-03-16,150.0,150.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Tornado - Iowa (Fayette County) - 28/03/2020,2020-03-28,31.0,31.0,Weather related,Storm,Conflict-Violence,,,,,
KEN,Kenya,2020,Kenya: Flood - Homa Bay (Rachuonyo North) - 31/01/2020,2020-01-31,700.0,702.0,Weather related,Flood,Conflict-Violence,,,,,
HND,Honduras,2020,Honduras: Floods - Atlantida (Jutiapa) - 29/02/2020,2020-02-29,2.0,2.0,Weather related,Flood,Conflict-Violence,,,,,
HND,Honduras,2020,Honduras: Floods - Atlantida (Masica) - 02/03/2020,2020-03-02,800.0,799.0,Weather related,Flood,Conflict-Violence,,,,,
MEX,Mexico,2020,Mexico: Floods - Queretaro (San Miguel Galindo) - 30/06/2020,2020-06-30,40.0,40.0,Weather related,Flood,Conflict-Violence,,,,,
GBR,United Kingdom,2020,United Kingdom: Floods - Yorkshire - 28/02/2020,2020-02-28,6.0,6.0,Weather related,Flood,Conflict-Violence,,,,,
GBR,United Kingdom,2020,United Kingdom: Floods - Yorkshire (Snaith) -25/02/2020,2020-02-25,7.0,7.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Storm - North Carolina (Winston-Salem) - 07/04/2020,2020-04-07,2.0,2.0,Weather related,Storm,Conflict-Violence,,,,,
USA,United States,2020,USA: Flooding - Ohio (Licking County) - 19/03/2020,2020-03-19,100.0,100.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Flooding - Ohio (Franklin Township) - 20/03/2020,2020-03-20,40.0,40.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Storm/Tornado - Texas (Young County) - 18/03/2020,2020-03-18,31.0,31.0,Weather related,Storm,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Floods - Aceh (Aceh Utara and Bener Meriah Regency) - 16/06/2020,2020-06-16,360.0,358.0,Weather related,Flood,Conflict-Violence,,,,,
USA,United States,2020,USA: Tornado - Georgia (Berrien County) - 08/04/2020,2020-04-08,3.0,3.0,Weather related,Storm,Conflict-Violence,,,,,
EGY,"Egypt, Arab Rep.",2020,Egypt: Flash floods - 9 provinces - 12/03/2020,2020-03-12,8400.0,8434.0,Weather related,Flood,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Flood - South Kalimantan Java (Tanah Laut Regency) - 20/06/2020,2020-06-20,65.0,65.0,Weather related,Flood,Conflict-Violence,,,,,
IND,India,2020,India: Landslides - Jammu - 27/03/2020,2020-03-27,190.0,188.0,Weather related,Mass Movement,Conflict-Violence,,,,,
PNG,Papua New Guinea,2020,Papua New Guinea: Flooding - Chimbu province - 25/03/2020,2020-03-25,700.0,700.0,Weather related,Flood,Conflict-Violence,,,,,
PER,Peru,2020,Peru: Flash floods - Huanuco - 28/03/2020,2020-03-28,100.0,103.0,Weather related,Mass Movement,Conflict-Violence,,,,,
JOR,Jordan,2020,"Jordan: Cold Front ""The Dragon"" - 12/03/2020",2020-03-12,140.0,138.0,Weather related,Flood,Conflict-Violence,,,,,
GBR,United Kingdom,2020,United Kingdom: Floods - England (Kent) 05/03/2020,2020-03-05,40.0,40.0,Weather related,Flood,Conflict-Violence,,,,,
PER,Peru,2020,Peru: Strong Winds - San Martin (El Eslabon) - 08/11/2020,2020-11-08,30.0,30.0,Weather related,Storm,Conflict-Violence,,,,,
COD,"Congo, Dem. Rep.",2020,DRC: Floods- Kinshasa (Nsele)- 10/01/2020,2020-01-10,200.0,201.0,Weather related,Flood,Conflict-Violence,,,,,
VNM,Vietnam,2020,"Viet Nam: Thunderstorm - Northeast, Northwest (5 provinces) - 24/03/2020",2020-04-24,18.0,18.0,Weather related,Storm,Conflict-Violence,,,,,
VNM,Vietnam,2020,"Viet Nam: Landslide - Mekong Delte (Ben Tre, Mo Cay Bac) - 27/01/2020",2020-01-27,4.0,4.0,Weather related,Mass Movement,Conflict-Violence,,,,,
IDN,Indonesia,2020,Indonesia: Flood - South Sulawesi (North Luwu Regency) - 19/06/2020,2020-06-19,51.0,51.0,Weather related,Flood,Conflict-Violence,,,,,
UKR,Ukraine,2020,Ukraine: Wildfires - Chernobyl Exclusion Zone - 03/04/2020,2020-04-03,200.0,200.0,Weather related,Wildfire,Conflict-Violence,,,,,
ARG,Argentina,2020,Argentina: Floods - Salta - 05/04/2020,2020-04-05,6.0,6.0,Weather related,Flood,Conflict-Violence,,,,,
